reference_path	swift_target	status	notes
.reference/src/components/permissions/shellPermissionHelpers.tsx	Sources/SwiftCodeTerminalUI/permissions/shellPermissionHelpers.swift	rewrite	port terminal UI component
.reference/src/components/permissions/useShellPermissionFeedback.ts	Sources/SwiftCodeTerminalUI/permissions/useShellPermissionFeedback.swift	rewrite	port terminal UI component
.reference/src/components/permissions/utils.ts	Sources/SwiftCodeTerminalUI/permissions/utils.swift	rewrite	port terminal UI component
.reference/src/components/sandbox/SandboxConfigTab.tsx	Sources/SwiftCodeTerminalUI/sandbox/SandboxConfigTab.swift	rewrite	port terminal UI component
.reference/src/components/sandbox/SandboxDependenciesTab.tsx	Sources/SwiftCodeTerminalUI/sandbox/SandboxDependenciesTab.swift	rewrite	port terminal UI component
.reference/src/components/sandbox/SandboxDoctorSection.tsx	Sources/SwiftCodeTerminalUI/sandbox/SandboxDoctorSection.swift	rewrite	port terminal UI component
.reference/src/components/sandbox/SandboxOverridesTab.tsx	Sources/SwiftCodeTerminalUI/sandbox/SandboxOverridesTab.swift	rewrite	port terminal UI component
.reference/src/components/sandbox/SandboxSettings.tsx	Sources/SwiftCodeTerminalUI/sandbox/SandboxSettings.swift	rewrite	port terminal UI component
.reference/src/components/shell/ExpandShellOutputContext.tsx	Sources/SwiftCodeTerminalUI/shell/ExpandShellOutputContext.swift	rewrite	port terminal UI component
.reference/src/components/shell/OutputLine.tsx	Sources/SwiftCodeTerminalUI/shell/OutputLine.swift	rewrite	port terminal UI component
.reference/src/components/shell/ShellProgressMessage.tsx	Sources/SwiftCodeTerminalUI/shell/ShellProgressMessage.swift	rewrite	port terminal UI component
.reference/src/components/shell/ShellTimeDisplay.tsx	Sources/SwiftCodeTerminalUI/shell/ShellTimeDisplay.swift	rewrite	port terminal UI component
.reference/src/components/skills/SkillsMenu.tsx	Sources/SwiftCodeTerminalUI/skills/SkillsMenu.swift	rewrite	port terminal UI component
.reference/src/components/tasks/AsyncAgentDetailDialog.tsx	Sources/SwiftCodeTerminalUI/tasks/AsyncAgentDetailDialog.swift	rewrite	port terminal UI component
.reference/src/components/tasks/BackgroundTask.tsx	Sources/SwiftCodeTerminalUI/tasks/BackgroundTask.swift	rewrite	port terminal UI component
.reference/src/components/tasks/BackgroundTaskStatus.tsx	Sources/SwiftCodeTerminalUI/tasks/BackgroundTaskStatus.swift	rewrite	port terminal UI component
.reference/src/components/tasks/BackgroundTasksDialog.tsx	Sources/SwiftCodeTerminalUI/tasks/BackgroundTasksDialog.swift	rewrite	port terminal UI component
.reference/src/components/tasks/DreamDetailDialog.tsx	Sources/SwiftCodeTerminalUI/tasks/DreamDetailDialog.swift	rewrite	port terminal UI component
.reference/src/components/tasks/InProcessTeammateDetailDialog.tsx	Sources/SwiftCodeTerminalUI/tasks/InProcessTeammateDetailDialog.swift	rewrite	port terminal UI component
.reference/src/components/tasks/RemoteSessionDetailDialog.tsx	Sources/SwiftCodeTerminalUI/tasks/RemoteSessionDetailDialog.swift	rewrite	port terminal UI component
.reference/src/components/tasks/RemoteSessionProgress.tsx	Sources/SwiftCodeTerminalUI/tasks/RemoteSessionProgress.swift	rewrite	port terminal UI component
.reference/src/components/tasks/ShellDetailDialog.tsx	Sources/SwiftCodeTerminalUI/tasks/ShellDetailDialog.swift	rewrite	port terminal UI component
.reference/src/components/tasks/ShellProgress.tsx	Sources/SwiftCodeTerminalUI/tasks/ShellProgress.swift	rewrite	port terminal UI component
.reference/src/components/tasks/renderToolActivity.tsx	Sources/SwiftCodeTerminalUI/tasks/renderToolActivity.swift	rewrite	port terminal UI component
.reference/src/components/tasks/taskStatusUtils.tsx	Sources/SwiftCodeTerminalUI/tasks/taskStatusUtils.swift	rewrite	port terminal UI component
.reference/src/components/teams/TeamStatus.tsx	Sources/SwiftCodeTerminalUI/teams/TeamStatus.swift	rewrite	port terminal UI component
.reference/src/components/teams/TeamsDialog.tsx	Sources/SwiftCodeTerminalUI/teams/TeamsDialog.swift	rewrite	port terminal UI component
.reference/src/components/ui/OrderedList.tsx	Sources/SwiftCodeTerminalUI/ui/OrderedList.swift	rewrite	port terminal UI component
.reference/src/components/ui/OrderedListItem.tsx	Sources/SwiftCodeTerminalUI/ui/OrderedListItem.swift	rewrite	port terminal UI component
.reference/src/components/ui/TreeSelect.tsx	Sources/SwiftCodeTerminalUI/ui/TreeSelect.swift	rewrite	port terminal UI component
.reference/src/components/wizard/WizardDialogLayout.tsx	Sources/SwiftCodeTerminalUI/wizard/WizardDialogLayout.swift	rewrite	port terminal UI component
.reference/src/components/wizard/WizardNavigationFooter.tsx	Sources/SwiftCodeTerminalUI/wizard/WizardNavigationFooter.swift	rewrite	port terminal UI component
.reference/src/components/wizard/WizardProvider.tsx	Sources/SwiftCodeTerminalUI/wizard/WizardProvider.swift	rewrite	port terminal UI component
.reference/src/components/wizard/index.ts	Sources/SwiftCodeTerminalUI/wizard/index.swift	rewrite	port terminal UI component
.reference/src/components/wizard/useWizard.ts	Sources/SwiftCodeTerminalUI/wizard/useWizard.swift	rewrite	port terminal UI component
.reference/src/constants/apiLimits.ts	Sources/SwiftCodeCore/apiLimits.swift	rewrite	port constants
.reference/src/constants/betas.ts	Sources/SwiftCodeCore/betas.swift	rewrite	port constants
.reference/src/constants/common.ts	Sources/SwiftCodeCore/common.swift	rewrite	port constants
.reference/src/constants/cyberRiskInstruction.ts	Sources/SwiftCodeCore/cyberRiskInstruction.swift	rewrite	port constants
.reference/src/constants/errorIds.ts	Sources/SwiftCodeCore/errorIds.swift	rewrite	port constants
.reference/src/constants/figures.ts	Sources/SwiftCodeCore/figures.swift	rewrite	port constants
.reference/src/constants/files.ts	Sources/SwiftCodeCore/files.swift	rewrite	port constants
.reference/src/constants/github-app.ts	Sources/SwiftCodeCore/github-app.swift	rewrite	port constants
.reference/src/constants/keys.ts	Sources/SwiftCodeCore/keys.swift	rewrite	port constants
.reference/src/constants/messages.ts	Sources/SwiftCodeCore/messages.swift	rewrite	port constants
.reference/src/constants/oauth.ts	Sources/SwiftCodeCore/oauth.swift	rewrite	port constants
.reference/src/constants/outputStyles.ts	Sources/SwiftCodeCore/outputStyles.swift	rewrite	port constants
.reference/src/constants/product.ts	Sources/SwiftCodeCore/product.swift	rewrite	port constants
.reference/src/constants/prompts.ts	Sources/SwiftCodeCore/prompts.swift	rewrite	port constants
.reference/src/constants/spinnerVerbs.ts	Sources/SwiftCodeCore/spinnerVerbs.swift	rewrite	port constants
.reference/src/constants/system.ts	Sources/SwiftCodeCore/system.swift	rewrite	port constants
.reference/src/constants/systemPromptSections.ts	Sources/SwiftCodeCore/systemPromptSections.swift	rewrite	port constants
.reference/src/constants/toolLimits.ts	Sources/SwiftCodeCore/toolLimits.swift	rewrite	port constants
.reference/src/constants/tools.ts	Sources/SwiftCodeCore/tools.swift	rewrite	port constants
.reference/src/constants/turnCompletionVerbs.ts	Sources/SwiftCodeCore/turnCompletionVerbs.swift	rewrite	port constants
.reference/src/constants/xml.ts	Sources/SwiftCodeCore/xml.swift	rewrite	port constants
.reference/src/context.ts	Sources/SwiftCodeAgent/Context.swift	rewrite	port context module
.reference/src/context/QueuedMessageContext.tsx	Sources/SwiftCodeAgent/QueuedMessageContext.swift	rewrite	port context management
.reference/src/context/fpsMetrics.tsx	Sources/SwiftCodeAgent/fpsMetrics.swift	rewrite	port context management
.reference/src/context/mailbox.tsx	Sources/SwiftCodeAgent/mailbox.swift	rewrite	port context management
.reference/src/context/modalContext.tsx	Sources/SwiftCodeAgent/modalContext.swift	rewrite	port context management
.reference/src/context/notifications.tsx	Sources/SwiftCodeAgent/notifications.swift	rewrite	port context management
.reference/src/context/overlayContext.tsx	Sources/SwiftCodeAgent/overlayContext.swift	rewrite	port context management
.reference/src/context/promptOverlayContext.tsx	Sources/SwiftCodeAgent/promptOverlayContext.swift	rewrite	port context management
.reference/src/context/stats.tsx	Sources/SwiftCodeAgent/stats.swift	rewrite	port context management
.reference/src/context/voice.tsx	Sources/SwiftCodeAgent/voice.swift	rewrite	port context management
.reference/src/coordinator/coordinatorMode.ts	Sources/SwiftCodeRemote/coordinatorMode.swift	rewrite	port coordinator — feature-gated
.reference/src/coordinator/workerAgent.ts	Sources/SwiftCodeRemote/workerAgent.swift	rewrite	port coordinator — feature-gated
.reference/src/cost-tracker.ts	Sources/SwiftCodeAPI/CostTracker.swift	rewrite	port cost tracker
.reference/src/costHook.ts	Sources/SwiftCodeAPI/CostHook.swift	rewrite	port cost hook
.reference/src/dialogLaunchers.tsx	Sources/SwiftCodeCLI/DialogLaunchers.swift	rewrite	port dialog launchers
.reference/src/entrypoints/agentSdkTypes.ts	Sources/SwiftCodeCLI/agentSdkTypes.swift	rewrite	port CLI entrypoint
.reference/src/entrypoints/cli.tsx	Sources/SwiftCodeCLI/Bootstrap.swift	rewrite	port fast-path startup behavior
.reference/src/entrypoints/init.ts	Sources/SwiftCodeCLI/init.swift	rewrite	port CLI entrypoint
.reference/src/entrypoints/mcp.ts	Sources/SwiftCodeCLI/mcp.swift	rewrite	port CLI entrypoint
.reference/src/entrypoints/sandboxTypes.ts	Sources/SwiftCodeCLI/sandboxTypes.swift	rewrite	port CLI entrypoint
.reference/src/entrypoints/sdk/controlSchemas.ts	Sources/SwiftCodeSDK/controlSchemas.swift	rewrite	port SDK entrypoint
.reference/src/entrypoints/sdk/coreSchemas.ts	Sources/SwiftCodeSDK/coreSchemas.swift	rewrite	port SDK entrypoint
.reference/src/entrypoints/sdk/coreTypes.generated.ts	Sources/SwiftCodeStubs/coreTypes.generated.swift	stub	documented stub — ant-only or feature-gated
.reference/src/entrypoints/sdk/coreTypes.ts	Sources/SwiftCodeSDK/coreTypes.swift	rewrite	port SDK entrypoint
.reference/src/entrypoints/sdk/runtimeTypes.ts	Sources/SwiftCodeStubs/runtimeTypes.swift	stub	documented stub — ant-only or feature-gated
.reference/src/entrypoints/sdk/sdkUtilityTypes.ts	Sources/SwiftCodeSDK/sdkUtilityTypes.swift	rewrite	port SDK entrypoint
.reference/src/entrypoints/sdk/settingsTypes.generated.ts	Sources/SwiftCodeStubs/settingsTypes.generated.swift	stub	documented stub — ant-only or feature-gated
.reference/src/entrypoints/sdk/toolTypes.ts	Sources/SwiftCodeStubs/toolTypes.swift	stub	documented stub — ant-only or feature-gated
.reference/src/history.ts	Sources/SwiftCodeAgent/History.swift	rewrite	port history
.reference/src/hooks/fileSuggestions.ts	Sources/SwiftCodeHooks/fileSuggestions.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useAutoModeUnavailableNotification.ts	Sources/SwiftCodeHooks/useAutoModeUnavailableNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useCanSwitchToExistingSubscription.tsx	Sources/SwiftCodeHooks/useCanSwitchToExistingSubscription.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useDeprecationWarningNotification.tsx	Sources/SwiftCodeHooks/useDeprecationWarningNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useFastModeNotification.tsx	Sources/SwiftCodeHooks/useFastModeNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useIDEStatusIndicator.tsx	Sources/SwiftCodeHooks/useIDEStatusIndicator.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useInstallMessages.tsx	Sources/SwiftCodeHooks/useInstallMessages.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useLspInitializationNotification.tsx	Sources/SwiftCodeHooks/useLspInitializationNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useMcpConnectivityStatus.tsx	Sources/SwiftCodeHooks/useMcpConnectivityStatus.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useModelMigrationNotifications.tsx	Sources/SwiftCodeHooks/useModelMigrationNotifications.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useNpmDeprecationNotification.tsx	Sources/SwiftCodeHooks/useNpmDeprecationNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/usePluginAutoupdateNotification.tsx	Sources/SwiftCodeHooks/usePluginAutoupdateNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/usePluginInstallationStatus.tsx	Sources/SwiftCodeHooks/usePluginInstallationStatus.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useRateLimitWarningNotification.tsx	Sources/SwiftCodeHooks/useRateLimitWarningNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useSettingsErrors.tsx	Sources/SwiftCodeHooks/useSettingsErrors.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useStartupNotification.ts	Sources/SwiftCodeHooks/useStartupNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/notifs/useTeammateShutdownNotification.ts	Sources/SwiftCodeHooks/useTeammateShutdownNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/renderPlaceholder.ts	Sources/SwiftCodeHooks/renderPlaceholder.swift	rewrite	port hook to Swift
.reference/src/hooks/toolPermission/PermissionContext.ts	Sources/SwiftCodeHooks/PermissionContext.swift	rewrite	port hook to Swift
.reference/src/hooks/toolPermission/handlers/coordinatorHandler.ts	Sources/SwiftCodeHooks/coordinatorHandler.swift	rewrite	port hook to Swift
.reference/src/hooks/toolPermission/handlers/interactiveHandler.ts	Sources/SwiftCodeHooks/interactiveHandler.swift	rewrite	port hook to Swift
.reference/src/hooks/toolPermission/handlers/swarmWorkerHandler.ts	Sources/SwiftCodeHooks/swarmWorkerHandler.swift	rewrite	port hook to Swift
.reference/src/hooks/toolPermission/permissionLogging.ts	Sources/SwiftCodeHooks/permissionLogging.swift	rewrite	port hook to Swift
.reference/src/hooks/unifiedSuggestions.ts	Sources/SwiftCodeHooks/unifiedSuggestions.swift	rewrite	port hook to Swift
.reference/src/hooks/useAfterFirstRender.ts	Sources/SwiftCodeHooks/useAfterFirstRender.swift	rewrite	port hook to Swift
.reference/src/hooks/useApiKeyVerification.ts	Sources/SwiftCodeHooks/useApiKeyVerification.swift	rewrite	port hook to Swift
.reference/src/hooks/useArrowKeyHistory.tsx	Sources/SwiftCodeHooks/useArrowKeyHistory.swift	rewrite	port hook to Swift
.reference/src/hooks/useAssistantHistory.ts	Sources/SwiftCodeHooks/useAssistantHistory.swift	rewrite	port hook to Swift
.reference/src/hooks/useAwaySummary.ts	Sources/SwiftCodeHooks/useAwaySummary.swift	rewrite	port hook to Swift
.reference/src/hooks/useBackgroundTaskNavigation.ts	Sources/SwiftCodeHooks/useBackgroundTaskNavigation.swift	rewrite	port hook to Swift
.reference/src/hooks/useBlink.ts	Sources/SwiftCodeHooks/useBlink.swift	rewrite	port hook to Swift
.reference/src/hooks/useCanUseTool.tsx	Sources/SwiftCodeHooks/useCanUseTool.swift	rewrite	port hook to Swift
.reference/src/hooks/useCancelRequest.ts	Sources/SwiftCodeHooks/useCancelRequest.swift	rewrite	port hook to Swift
.reference/src/hooks/useChromeExtensionNotification.tsx	Sources/SwiftCodeHooks/useChromeExtensionNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/useClaudeCodeHintRecommendation.tsx	Sources/SwiftCodeHooks/useClaudeCodeHintRecommendation.swift	rewrite	port hook to Swift
.reference/src/hooks/useClipboardImageHint.ts	Sources/SwiftCodeHooks/useClipboardImageHint.swift	rewrite	port hook to Swift
.reference/src/hooks/useCommandKeybindings.tsx	Sources/SwiftCodeHooks/useCommandKeybindings.swift	rewrite	port hook to Swift
.reference/src/hooks/useCommandQueue.ts	Sources/SwiftCodeHooks/useCommandQueue.swift	rewrite	port hook to Swift
.reference/src/hooks/useCopyOnSelect.ts	Sources/SwiftCodeHooks/useCopyOnSelect.swift	rewrite	port hook to Swift
.reference/src/hooks/useDeferredHookMessages.ts	Sources/SwiftCodeHooks/useDeferredHookMessages.swift	rewrite	port hook to Swift
.reference/src/hooks/useDiffData.ts	Sources/SwiftCodeHooks/useDiffData.swift	rewrite	port hook to Swift
.reference/src/hooks/useDiffInIDE.ts	Sources/SwiftCodeHooks/useDiffInIDE.swift	rewrite	port hook to Swift
.reference/src/hooks/useDirectConnect.ts	Sources/SwiftCodeHooks/useDirectConnect.swift	rewrite	port hook to Swift
.reference/src/hooks/useDoublePress.ts	Sources/SwiftCodeHooks/useDoublePress.swift	rewrite	port hook to Swift
.reference/src/hooks/useDynamicConfig.ts	Sources/SwiftCodeHooks/useDynamicConfig.swift	rewrite	port hook to Swift
.reference/src/hooks/useElapsedTime.ts	Sources/SwiftCodeHooks/useElapsedTime.swift	rewrite	port hook to Swift
.reference/src/hooks/useExitOnCtrlCD.ts	Sources/SwiftCodeHooks/useExitOnCtrlCD.swift	rewrite	port hook to Swift
.reference/src/hooks/useExitOnCtrlCDWithKeybindings.ts	Sources/SwiftCodeHooks/useExitOnCtrlCDWithKeybindings.swift	rewrite	port hook to Swift
.reference/src/hooks/useFileHistorySnapshotInit.ts	Sources/SwiftCodeHooks/useFileHistorySnapshotInit.swift	rewrite	port hook to Swift
.reference/src/hooks/useGlobalKeybindings.tsx	Sources/SwiftCodeHooks/useGlobalKeybindings.swift	rewrite	port hook to Swift
.reference/src/hooks/useHistorySearch.ts	Sources/SwiftCodeHooks/useHistorySearch.swift	rewrite	port hook to Swift
.reference/src/hooks/useIDEIntegration.tsx	Sources/SwiftCodeHooks/useIDEIntegration.swift	rewrite	port hook to Swift
.reference/src/hooks/useIdeAtMentioned.ts	Sources/SwiftCodeHooks/useIdeAtMentioned.swift	rewrite	port hook to Swift
.reference/src/hooks/useIdeConnectionStatus.ts	Sources/SwiftCodeHooks/useIdeConnectionStatus.swift	rewrite	port hook to Swift
.reference/src/hooks/useIdeLogging.ts	Sources/SwiftCodeHooks/useIdeLogging.swift	rewrite	port hook to Swift
.reference/src/hooks/useIdeSelection.ts	Sources/SwiftCodeHooks/useIdeSelection.swift	rewrite	port hook to Swift
.reference/src/hooks/useInboxPoller.ts	Sources/SwiftCodeHooks/useInboxPoller.swift	rewrite	port hook to Swift
.reference/src/hooks/useInputBuffer.ts	Sources/SwiftCodeHooks/useInputBuffer.swift	rewrite	port hook to Swift
.reference/src/hooks/useIssueFlagBanner.ts	Sources/SwiftCodeHooks/useIssueFlagBanner.swift	rewrite	port hook to Swift
.reference/src/hooks/useLogMessages.ts	Sources/SwiftCodeHooks/useLogMessages.swift	rewrite	port hook to Swift
.reference/src/hooks/useLspPluginRecommendation.tsx	Sources/SwiftCodeHooks/useLspPluginRecommendation.swift	rewrite	port hook to Swift
.reference/src/hooks/useMailboxBridge.ts	Sources/SwiftCodeHooks/useMailboxBridge.swift	rewrite	port hook to Swift
.reference/src/hooks/useMainLoopModel.ts	Sources/SwiftCodeHooks/useMainLoopModel.swift	rewrite	port hook to Swift
.reference/src/hooks/useManagePlugins.ts	Sources/SwiftCodeHooks/useManagePlugins.swift	rewrite	port hook to Swift
.reference/src/hooks/useMemoryUsage.ts	Sources/SwiftCodeHooks/useMemoryUsage.swift	rewrite	port hook to Swift
.reference/src/hooks/useMergedClients.ts	Sources/SwiftCodeHooks/useMergedClients.swift	rewrite	port hook to Swift
.reference/src/hooks/useMergedCommands.ts	Sources/SwiftCodeHooks/useMergedCommands.swift	rewrite	port hook to Swift
.reference/src/hooks/useMergedTools.ts	Sources/SwiftCodeHooks/useMergedTools.swift	rewrite	port hook to Swift
.reference/src/hooks/useMinDisplayTime.ts	Sources/SwiftCodeHooks/useMinDisplayTime.swift	rewrite	port hook to Swift
.reference/src/hooks/useNotifyAfterTimeout.ts	Sources/SwiftCodeHooks/useNotifyAfterTimeout.swift	rewrite	port hook to Swift
.reference/src/hooks/useOfficialMarketplaceNotification.tsx	Sources/SwiftCodeHooks/useOfficialMarketplaceNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/usePasteHandler.ts	Sources/SwiftCodeHooks/usePasteHandler.swift	rewrite	port hook to Swift
.reference/src/hooks/usePluginRecommendationBase.tsx	Sources/SwiftCodeHooks/usePluginRecommendationBase.swift	rewrite	port hook to Swift
.reference/src/hooks/usePrStatus.ts	Sources/SwiftCodeHooks/usePrStatus.swift	rewrite	port hook to Swift
.reference/src/hooks/usePromptSuggestion.ts	Sources/SwiftCodeHooks/usePromptSuggestion.swift	rewrite	port hook to Swift
.reference/src/hooks/usePromptsFromClaudeInChrome.tsx	Sources/SwiftCodeHooks/usePromptsFromClaudeInChrome.swift	rewrite	port hook to Swift
.reference/src/hooks/useQueueProcessor.ts	Sources/SwiftCodeHooks/useQueueProcessor.swift	rewrite	port hook to Swift
.reference/src/hooks/useRemoteSession.ts	Sources/SwiftCodeHooks/useRemoteSession.swift	rewrite	port hook to Swift
.reference/src/hooks/useReplBridge.tsx	Sources/SwiftCodeHooks/useReplBridge.swift	rewrite	port hook to Swift
.reference/src/hooks/useSSHSession.ts	Sources/SwiftCodeHooks/useSSHSession.swift	rewrite	port hook to Swift
.reference/src/hooks/useScheduledTasks.ts	Sources/SwiftCodeHooks/useScheduledTasks.swift	rewrite	port hook to Swift
.reference/src/hooks/useSearchInput.ts	Sources/SwiftCodeHooks/useSearchInput.swift	rewrite	port hook to Swift
.reference/src/hooks/useSessionBackgrounding.ts	Sources/SwiftCodeHooks/useSessionBackgrounding.swift	rewrite	port hook to Swift
.reference/src/hooks/useSettings.ts	Sources/SwiftCodeHooks/useSettings.swift	rewrite	port hook to Swift
.reference/src/hooks/useSettingsChange.ts	Sources/SwiftCodeHooks/useSettingsChange.swift	rewrite	port hook to Swift
.reference/src/hooks/useSkillImprovementSurvey.ts	Sources/SwiftCodeHooks/useSkillImprovementSurvey.swift	rewrite	port hook to Swift
.reference/src/hooks/useSkillsChange.ts	Sources/SwiftCodeHooks/useSkillsChange.swift	rewrite	port hook to Swift
.reference/src/hooks/useSwarmInitialization.ts	Sources/SwiftCodeHooks/useSwarmInitialization.swift	rewrite	port hook to Swift
.reference/src/hooks/useSwarmPermissionPoller.ts	Sources/SwiftCodeHooks/useSwarmPermissionPoller.swift	rewrite	port hook to Swift
.reference/src/hooks/useTaskListWatcher.ts	Sources/SwiftCodeHooks/useTaskListWatcher.swift	rewrite	port hook to Swift
.reference/src/hooks/useTasksV2.ts	Sources/SwiftCodeHooks/useTasksV2.swift	rewrite	port hook to Swift
.reference/src/hooks/useTeammateViewAutoExit.ts	Sources/SwiftCodeHooks/useTeammateViewAutoExit.swift	rewrite	port hook to Swift
.reference/src/hooks/useTeleportResume.tsx	Sources/SwiftCodeHooks/useTeleportResume.swift	rewrite	port hook to Swift
.reference/src/hooks/useTerminalSize.ts	Sources/SwiftCodeHooks/useTerminalSize.swift	rewrite	port hook to Swift
.reference/src/hooks/useTextInput.ts	Sources/SwiftCodeHooks/useTextInput.swift	rewrite	port hook to Swift
.reference/src/hooks/useTimeout.ts	Sources/SwiftCodeHooks/useTimeout.swift	rewrite	port hook to Swift
.reference/src/hooks/useTurnDiffs.ts	Sources/SwiftCodeHooks/useTurnDiffs.swift	rewrite	port hook to Swift
.reference/src/hooks/useTypeahead.tsx	Sources/SwiftCodeHooks/useTypeahead.swift	rewrite	port hook to Swift
.reference/src/hooks/useUpdateNotification.ts	Sources/SwiftCodeHooks/useUpdateNotification.swift	rewrite	port hook to Swift
.reference/src/hooks/useVimInput.ts	Sources/SwiftCodeHooks/useVimInput.swift	rewrite	port hook to Swift
.reference/src/hooks/useVirtualScroll.ts	Sources/SwiftCodeHooks/useVirtualScroll.swift	rewrite	port hook to Swift
.reference/src/hooks/useVoice.ts	Sources/SwiftCodeHooks/useVoice.swift	rewrite	port hook to Swift
.reference/src/hooks/useVoiceEnabled.ts	Sources/SwiftCodeHooks/useVoiceEnabled.swift	rewrite	port hook to Swift
.reference/src/hooks/useVoiceIntegration.tsx	Sources/SwiftCodeHooks/useVoiceIntegration.swift	rewrite	port hook to Swift
.reference/src/ink.ts	Sources/SwiftCodeTerminalUI/InkBridge.swift	rewrite	port ink bridge
.reference/src/ink/Ansi.tsx	Sources/SwiftCodeTerminalUI/Ansi.swift	rewrite	port terminal UI component
.reference/src/ink/bidi.ts	Sources/SwiftCodeTerminalUI/bidi.swift	rewrite	port terminal UI component
.reference/src/ink/clearTerminal.ts	Sources/SwiftCodeTerminalUI/clearTerminal.swift	rewrite	port terminal UI component
.reference/src/ink/colorize.ts	Sources/SwiftCodeTerminalUI/colorize.swift	rewrite	port terminal UI component
.reference/src/ink/components/AlternateScreen.tsx	Sources/SwiftCodeTerminalUI/components/AlternateScreen.swift	rewrite	port terminal UI component
.reference/src/ink/components/App.tsx	Sources/SwiftCodeTerminalUI/components/App.swift	rewrite	port terminal UI component
.reference/src/ink/components/AppContext.ts	Sources/SwiftCodeTerminalUI/components/AppContext.swift	rewrite	port terminal UI component
.reference/src/ink/components/Box.tsx	Sources/SwiftCodeTerminalUI/components/Box.swift	rewrite	port terminal UI component
.reference/src/ink/components/Button.tsx	Sources/SwiftCodeTerminalUI/components/Button.swift	rewrite	port terminal UI component
.reference/src/ink/components/ClockContext.tsx	Sources/SwiftCodeTerminalUI/components/ClockContext.swift	rewrite	port terminal UI component
.reference/src/ink/components/CursorDeclarationContext.ts	Sources/SwiftCodeTerminalUI/components/CursorDeclarationContext.swift	rewrite	port terminal UI component
.reference/src/ink/components/ErrorOverview.tsx	Sources/SwiftCodeTerminalUI/components/ErrorOverview.swift	rewrite	port terminal UI component
.reference/src/ink/components/Link.tsx	Sources/SwiftCodeTerminalUI/components/Link.swift	rewrite	port terminal UI component
.reference/src/ink/components/Newline.tsx	Sources/SwiftCodeTerminalUI/components/Newline.swift	rewrite	port terminal UI component
.reference/src/ink/components/NoSelect.tsx	Sources/SwiftCodeTerminalUI/components/NoSelect.swift	rewrite	port terminal UI component
.reference/src/ink/components/RawAnsi.tsx	Sources/SwiftCodeTerminalUI/components/RawAnsi.swift	rewrite	port terminal UI component
.reference/src/ink/components/ScrollBox.tsx	Sources/SwiftCodeTerminalUI/components/ScrollBox.swift	rewrite	port terminal UI component
.reference/src/ink/components/Spacer.tsx	Sources/SwiftCodeTerminalUI/components/Spacer.swift	rewrite	port terminal UI component
.reference/src/ink/components/StdinContext.ts	Sources/SwiftCodeTerminalUI/components/StdinContext.swift	rewrite	port terminal UI component
.reference/src/ink/components/TerminalFocusContext.tsx	Sources/SwiftCodeTerminalUI/components/TerminalFocusContext.swift	rewrite	port terminal UI component
.reference/src/ink/components/TerminalSizeContext.tsx	Sources/SwiftCodeTerminalUI/components/TerminalSizeContext.swift	rewrite	port terminal UI component
.reference/src/ink/components/Text.tsx	Sources/SwiftCodeTerminalUI/components/Text.swift	rewrite	port terminal UI component
.reference/src/ink/constants.ts	Sources/SwiftCodeTerminalUI/constants.swift	rewrite	port terminal UI component
.reference/src/ink/devtools.ts	Sources/SwiftCodeStubs/devtools.swift	stub	documented stub — ant-only or feature-gated
.reference/src/ink/dom.ts	Sources/SwiftCodeTerminalUI/dom.swift	rewrite	port terminal UI component
.reference/src/ink/events/click-event.ts	Sources/SwiftCodeTerminalUI/events/click-event.swift	rewrite	port terminal UI component
.reference/src/ink/events/dispatcher.ts	Sources/SwiftCodeTerminalUI/events/dispatcher.swift	rewrite	port terminal UI component
.reference/src/ink/events/emitter.ts	Sources/SwiftCodeTerminalUI/events/emitter.swift	rewrite	port terminal UI component
.reference/src/ink/events/event-handlers.ts	Sources/SwiftCodeTerminalUI/events/event-handlers.swift	rewrite	port terminal UI component
.reference/src/ink/events/event.ts	Sources/SwiftCodeTerminalUI/events/event.swift	rewrite	port terminal UI component
.reference/src/ink/events/focus-event.ts	Sources/SwiftCodeTerminalUI/events/focus-event.swift	rewrite	port terminal UI component
.reference/src/ink/events/input-event.ts	Sources/SwiftCodeTerminalUI/events/input-event.swift	rewrite	port terminal UI component
.reference/src/ink/events/keyboard-event.ts	Sources/SwiftCodeTerminalUI/events/keyboard-event.swift	rewrite	port terminal UI component
